,source,target,delta,month
629,1228220,1228230,"{'4': 0, '2': 0}",2
630,1228220,1228230,"{'4': 0, '2': 0}",3
631,1228220,1228230,"{'4': 0, '2': 0}",4
632,1228220,1228230,"{'4': 0, '2': 0}",5
633,1228220,1228230,"{'4': 0, '2': 0}",6
634,1228220,1228230,"{'4': 0, '2': 0}",7
635,1228220,1228230,"{'4': 0, '2': 0}",8
636,1228220,1228230,"{'4': 0, '2': 0}",9
637,1228220,1228230,"{'4': 0, '2': 0}",10
638,1228220,1228230,"{'4': 0, '2': 0}",11
639,1228220,1228230,"{'4': 0, '2': 0}",12
640,1228220,1228231,"{'4': 0, '2': 0}",1
641,1228220,1228231,"{'4': 0, '2': 0}",2
642,1228220,1228231,"{'4': 0, '2': 0}",3
643,1228220,1228231,"{'4': 0, '2': 0}",4
644,1228220,1228231,"{'4': 0, '2': 0}",5
645,1228220,1228231,"{'4': 0, '2': 0}",6
646,1228220,1228231,"{'4': 0, '2': 0}",7
647,1228220,1228231,"{'4': 0, '2': 0}",8
648,1228220,1228231,"{'4': 0, '2': 0}",9
649,1228220,1228231,"{'4': 0, '2': 0}",10
650,1228220,1228231,"{'4': 0, '2': 0}",11
651,1228220,1228231,"{'4': 0, '2': 0}",12
652,1228220,1228233,"{'4': 0, '2': 0}",1
653,1228220,1228233,"{'4': 0, '2': 0}",2
654,1228220,1228233,"{'4': 0, '2': 0}",3
655,1228220,1228233,"{'4': 0, '2': 0}",4
656,1228220,1228233,"{'4': 0, '2': 0}",5
657,1228220,1228233,"{'4': 0, '2': 0}",6
658,1228220,1228233,"{'4': 0, '2': 0}",7
659,1228220,1228233,"{'4': 0, '2': 0}",8
660,1228220,1228233,"{'4': 0, '2': 0}",9
661,1228220,1228233,"{'4': 0, '2': 0}",10
662,1228220,1228233,"{'4': 0, '2': 0}",11
663,1228220,1228233,"{'4': 0, '2': 0}",12
